@relation DATASET
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute f9 real
@attribute f10 real
@attribute f11 real
@attribute f12 real
@attribute f13 real
@attribute f14 real
@attribute f15 real
@attribute f16 real
@attribute f17 real
@attribute f18 real
@attribute f19 real
@attribute f20 real
@attribute f21 real
@attribute f22 real
@attribute f23 real
@attribute f24 real
@attribute f25 real
@attribute f26 real
@attribute f27 real
@attribute f28 real
@attribute f29 real
@attribute f30 real
@attribute f31 real
@attribute f32 real
@attribute f33 real
@attribute f34 real
@attribute f35 real
@attribute CLASS {car,noncar}

@data
-0.489,-0.568,-0.14,-0.354,-0.893,0.015,-0.157,-1.671,-1.482,0.004,-0.341,-0.005,-0.934,-0.567,0.521,-0.011,-0.611,0.121,0.029,-0.069,-0.561,-0.038,-0.633,0.444,-0.713,0.439,2.075,0.757,-0.077,0.595,-0.169,-0.851,-1.611,0.356,-1.833,-0.075,noncar
0.82,-0.811,0.184,-0.062,-0.703,-0.056,-0.117,-0.297,0.546,-0.398,-0.558,-0.078,0.081,-0.537,0.393,0.517,-0.611,0.554,-0.014,-0.138,-0.434,-0.097,-0.548,0.083,-0.481,0.439,0.072,-0.001,-0.89,0.008,-0.005,-1.411,-0.476,-0.642,-0.757,0.61,noncar
0.058,0.646,0.995,0.026,0.628,0.256,-0.332,1.018,0.419,0.583,-0.775,-0.015,0.001,1.208,-1.272,0.59,1.318,-0.241,-0.677,0.758,1.382,0.221,1.308,0.126,-0.019,1.207,0.74,-0.056,-0.28,-0.057,-0.981,-0.179,0.335,-0.852,-0.892,-0.084,noncar
-0.063,0.039,-1.436,-0.817,-0.893,-0.016,0.032,-1.253,-0.975,-0.627,-0.341,-0.004,0.0,-1.259,1.417,-0.001,-0.996,0.004,0.0,-1.102,-1.071,0.344,-1.12,0.119,-0.128,-1.804,-0.863,0.002,-1.093,0.719,0.006,-1.187,0.984,0.336,0.049,-0.0,noncar
-0.001,-1.783,-0.788,0.097,-0.132,0.049,0.003,-1.074,-0.849,0.0,-0.341,0.934,0.319,-0.657,0.777,0.034,-0.611,0.001,-0.351,-0.896,-0.53,0.043,-0.73,-0.87,0.496,-0.943,0.473,-0.218,0.33,0.433,-0.26,1.948,-1.287,0.072,-0.354,-0.042,car
0.263,-0.568,-0.788,0.622,-0.386,0.282,0.393,0.569,1.814,-0.045,-0.341,-0.0,-0.753,-0.567,0.393,-0.308,-0.611,0.331,0.001,-0.827,-0.466,0.793,-0.554,0.067,-0.342,-0.82,-0.062,-0.639,-0.687,0.241,0.546,-0.515,0.66,-0.407,0.184,-0.025,noncar
0.0,1.982,2.129,0.328,1.516,0.0,-0.061,0.33,-1.356,0.083,-0.558,-0.118,0.073,2.772,-1.912,-0.049,2.861,0.069,0.061,1.585,2.847,0.023,3.159,0.0,0.845,2.529,1.407,0.799,0.533,-0.409,0.045,0.045,-1.287,-0.417,-1.833,-0.623,noncar
-0.597,-0.568,-0.626,0.172,0.121,0.476,-0.015,-0.835,-0.468,0.473,0.094,0.006,0.113,-0.597,0.521,0.385,-0.611,-0.022,0.047,-0.207,-0.53,-0.028,-0.622,-0.295,-0.317,-0.39,-0.062,0.0,-0.483,-0.042,-0.617,0.605,-0.151,-0.141,0.587,0.121,noncar
0.245,-0.932,-1.274,-0.001,-1.401,-0.096,0.001,-1.612,-0.975,0.052,-0.775,-0.109,-0.238,-1.499,1.929,-0.044,-1.382,0.023,-0.097,-1.102,-1.517,0.111,-1.307,0.004,-0.011,-1.404,-0.062,0.036,-0.89,0.357,0.558,-0.515,-0.476,-0.005,-0.757,0.313,noncar
-0.002,-0.325,-0.464,-0.258,0.121,-0.067,-0.11,1.197,1.687,-0.0,-0.558,0.449,0.002,0.065,-0.376,-0.093,-0.225,0.038,-0.302,-0.689,0.012,-0.004,0.034,-0.197,0.1,-0.421,-0.462,-0.023,-0.687,0.007,-0.093,-0.067,1.147,0.025,0.722,-0.702,noncar
-0.151,-1.661,-1.274,-0.127,-1.591,-0.341,-0.18,-1.582,-0.849,-0.008,-0.558,-0.925,-0.123,-1.319,1.673,0.656,-0.996,0.16,-0.388,-1.584,-1.485,0.024,-1.194,0.57,-0.066,-1.312,1.14,0.0,0.33,-0.111,0.101,-0.851,-1.774,0.717,-1.564,-0.32,car
-0.004,1.253,1.643,0.412,1.58,0.935,0.066,1.585,0.799,-0.32,0.529,-0.0,-0.659,1.479,-1.272,0.763,1.318,-0.0,0.222,1.722,1.382,0.132,1.489,-0.013,-0.926,1.668,-0.195,-0.003,-0.687,0.979,0.552,-0.291,-0.151,-0.002,0.453,0.907,car
0.002,0.039,-1.112,0.1,0.121,-0.077,-0.942,-0.327,-0.849,0.063,0.094,0.134,-0.042,0.005,-0.248,0.369,-0.225,0.079,0.408,-1.24,0.235,0.454,-0.056,-0.22,0.314,-0.605,-0.462,0.028,0.533,-0.446,0.083,0.269,0.173,-0.01,-0.085,0.702,car
0.14,1.253,1.157,-0.006,1.136,0.005,-0.054,0.659,-0.342,-0.289,0.094,-0.073,0.104,0.847,-1.016,0.0,0.933,0.002,0.652,0.689,0.936,-0.001,0.81,0.331,-0.621,1.822,-0.329,0.092,0.737,0.948,-0.26,-0.291,0.335,-0.001,0.318,-0.004,car
-0.03,0.039,0.509,0.093,0.311,0.072,0.005,-0.207,0.292,-0.609,0.311,-0.255,0.569,-0.356,0.265,0.039,-0.225,-0.439,0.006,0.896,-0.307,-0.001,-0.435,0.267,-0.0,0.347,0.339,0.743,-0.483,0.95,0.001,0.269,-0.8,0.001,-0.085,-0.095,noncar
0.101,-1.175,0.022,-0.041,-1.02,-0.003,0.418,-0.446,0.419,-0.001,-0.558,0.225,-0.49,-0.717,0.649,0.013,-0.611,-0.93,0.115,-0.275,-0.657,0.592,-0.724,-0.287,0.129,0.071,0.072,-0.143,-0.89,0.003,-0.262,-1.075,-0.8,-0.005,-1.026,0.084,noncar
0.006,0.403,0.833,-0.177,1.643,-0.027,0.999,1.257,0.419,-0.692,0.311,-0.059,0.969,1.358,-1.272,-0.002,1.318,0.111,-0.469,0.551,1.382,0.084,1.376,-0.0,-0.02,1.33,-0.062,-0.418,0.127,-0.468,-0.513,1.836,-0.151,-0.027,0.184,0.171,car
0.475,-0.568,-0.464,-0.066,-0.132,0.281,0.623,-0.536,0.039,-0.783,-0.558,0.145,0.797,-0.747,0.649,0.007,-0.611,-0.216,0.34,-0.62,-0.721,0.17,-0.747,0.243,-0.001,-0.145,0.205,0.045,2.16,0.083,-0.131,0.045,-0.638,0.181,-0.892,-0.178,car
0.007,-0.932,-0.302,-0.944,-0.893,0.166,0.385,-0.506,0.039,-0.051,-0.341,-0.718,-0.028,-0.567,0.393,0.05,-0.611,-0.316,-0.833,-0.413,-0.307,-0.014,-0.582,0.792,-0.002,-0.329,0.339,-0.008,-0.483,-0.095,0.08,-0.403,-0.151,-0.001,-0.488,-0.105,noncar
0.001,0.16,0.184,-0.001,1.453,0.415,0.511,1.496,0.799,0.292,0.094,-0.845,-0.396,0.967,-1.016,-0.007,0.933,0.0,0.053,0.0,1.095,-0.34,0.917,0.34,0.037,0.808,-0.462,0.272,-0.28,0.595,-0.645,2.844,0.335,-0.083,0.856,-0.184,car
-0.171,-0.811,-0.14,0.572,-1.084,-0.139,-0.328,-1.343,-0.722,-0.266,-0.558,-0.036,-0.097,-0.597,0.649,-0.787,-0.611,0.585,-0.0,-0.275,-0.593,-0.676,-0.673,0.262,0.693,-0.114,1.942,-0.004,-0.483,0.037,0.0,-0.067,-1.611,-0.596,-1.833,-0.076,noncar
0.613,-1.418,0.022,-0.159,-1.02,-0.133,0.037,2.481,8.152,0.034,9.439,0.184,-0.0,-0.627,0.521,-0.002,-0.611,-0.363,-0.007,-0.275,1.541,0.847,-0.645,-0.104,0.004,0.316,6.216,0.426,-1.093,0.991,0.0,-1.299,-1.287,0.377,-1.429,0.78,noncar
0.055,0.16,-0.464,-0.009,0.185,-0.027,0.116,0.151,0.546,-0.06,0.094,-0.103,0.461,-0.476,0.393,-0.659,-0.611,-0.011,-0.019,-0.275,-0.657,-0.001,-0.526,0.0,0.027,-0.759,-0.997,0.079,0.94,-0.245,0.002,-0.851,1.147,-0.24,1.125,-0.122,noncar
-0.001,0.039,-0.464,0.634,-0.893,-0.026,-0.014,-0.566,0.292,0.981,-0.341,0.081,0.532,-1.228,1.417,0.256,-0.996,-0.16,0.031,-0.344,-1.103,0.004,-1.097,-0.184,-0.006,-0.482,-0.462,-0.003,1.55,0.047,0.006,-0.851,0.498,0.504,0.049,-0.297,noncar
-0.001,-0.204,-1.112,-0.002,-1.401,0.093,0.144,-1.163,0.039,-0.422,-0.775,0.948,0.17,-1.65,2.185,0.209,-1.382,0.016,-0.013,-1.102,-1.708,-0.935,-1.392,-0.483,-0.002,-1.158,-0.062,-0.191,1.55,0.558,-0.097,-0.851,0.173,0.305,-0.219,0.014,noncar
0.183,1.011,0.022,-0.0,0.058,-0.011,0.027,0.868,0.419,0.581,-0.775,0.172,0.386,0.757,-1.016,-0.213,0.547,0.021,-0.404,-0.138,1.159,-0.0,0.77,0.214,0.103,-0.237,0.873,0.032,-1.297,-0.164,-0.062,1.612,0.66,-0.048,-0.623,0.128,noncar
0.287,1.739,1.319,0.996,1.326,-0.255,0.338,0.988,0.292,0.01,0.311,-0.578,-0.666,1.539,-1.4,-0.171,1.704,0.649,0.64,1.378,1.127,-0.642,1.534,-0.805,-0.097,1.207,0.072,-0.067,0.94,0.981,-0.564,-0.291,-0.151,-0.009,0.453,-0.743,car
0.002,0.646,0.184,-0.0,1.453,-0.003,-0.071,1.197,0.292,0.882,0.529,0.29,-0.08,0.847,-0.888,-0.907,0.933,0.002,0.697,0.276,0.745,0.268,0.765,0.664,-1.0,-0.482,-0.997,0.787,-1.297,-0.0,0.765,2.284,0.822,0.0,1.259,0.0,car
-0.001,-1.054,-0.95,0.018,-0.323,0.144,0.765,-0.536,-0.342,-0.096,-0.123,-0.817,0.001,-0.567,0.521,0.023,-0.611,0.032,-0.629,-0.964,-0.402,-0.0,-0.616,-0.145,0.009,-1.281,0.072,0.763,-1.297,-0.023,0.343,0.381,-0.8,0.028,-0.354,0.737,car
-0.011,-1.661,-0.14,0.01,-0.893,-0.07,-0.233,-1.014,-0.342,0.085,-0.123,-0.165,0.001,-0.567,0.521,0.42,-0.611,0.066,0.475,-0.207,-0.593,0.063,-0.628,-0.196,0.0,-0.052,1.007,-0.001,0.127,-0.0,0.023,-0.067,-1.449,-0.557,-1.429,0.017,noncar
-0.903,0.646,0.509,0.315,-0.196,0.005,0.049,0.898,0.799,-0.087,-0.558,0.07,0.075,0.486,-0.76,0.07,0.547,0.689,-0.001,0.345,0.426,-0.504,0.476,0.805,-0.052,-0.114,0.205,-0.005,-0.28,-0.007,-0.453,-0.515,0.984,-0.149,-0.085,0.038,noncar
0.086,-0.568,-0.788,-0.735,-0.323,-0.591,-0.664,-0.297,0.419,-0.718,0.094,0.115,0.439,-0.747,0.649,0.011,-0.611,-0.244,-0.004,-0.482,-0.657,0.424,-0.713,0.006,-0.716,-0.974,-0.329,0.944,-1.297,0.031,-0.003,-0.851,0.173,0.223,0.587,-0.98,noncar
-0.006,0.039,0.509,0.027,0.058,0.011,-0.504,-0.207,0.292,-0.91,0.311,0.383,0.03,-0.386,0.265,0.196,-0.611,-0.125,-0.329,0.345,-0.37,0.01,-0.469,-0.274,0.86,0.378,0.205,-0.045,-0.483,0.001,0.0,0.157,-0.638,0.43,0.049,0.004,noncar
-0.454,-2.025,-1.112,-0.785,-0.449,0.004,0.078,-0.745,-0.342,-0.398,-0.558,-0.076,0.047,-0.657,0.649,0.0,-0.611,0.118,0.13,-1.102,-0.689,0.0,-0.707,0.076,0.518,-1.189,1.007,0.008,1.957,0.0,0.022,0.829,-1.287,0.94,-1.16,-0.111,car
-0.013,-0.69,-1.598,-0.775,-2.035,0.043,0.139,-1.432,-0.468,0.174,-0.775,-0.074,-0.479,-1.65,2.313,0.589,-1.382,0.961,-0.001,-1.791,-1.804,0.06,-1.403,0.194,-0.564,-1.128,0.205,0.468,2.973,-0.179,0.144,-0.963,-1.125,0.0,-1.16,-0.124,car
0.874,-0.082,-0.302,-0.0,0.185,0.034,-0.066,-1.074,-0.975,0.116,0.311,0.474,0.391,-0.416,0.393,-0.0,-0.611,0.112,0.074,0.345,-0.466,0.791,-0.503,-0.065,-0.133,-0.298,0.339,-0.001,1.143,-0.0,-0.026,0.045,-0.8,-0.817,0.049,0.057,noncar
0.245,0.16,0.347,-0.121,0.375,-0.347,0.039,-0.207,0.292,-0.88,0.529,0.015,0.016,-0.296,0.265,0.1,-0.225,-0.049,0.822,0.62,-0.402,0.458,-0.39,-0.104,-0.863,0.316,-0.195,0.696,1.143,-0.533,0.016,0.045,0.011,-0.0,0.318,0.461,noncar
-0.718,0.768,0.022,-0.628,1.136,-0.139,-0.017,1.197,0.419,0.314,-0.123,-0.409,-0.028,0.967,-1.144,0.004,0.933,0.21,-0.01,-0.069,1.35,0.326,0.968,0.417,-0.196,0.439,-0.062,-0.034,-0.28,0.001,-0.0,-0.851,0.011,0.212,-0.085,-0.523,car
-0.015,1.861,1.319,0.365,1.706,0.667,-0.002,1.555,0.926,-0.0,0.746,0.0,-0.352,1.569,-1.272,-0.41,1.704,0.218,0.293,1.447,1.19,-0.046,1.54,-0.0,-0.684,1.146,-0.062,0.037,1.347,0.304,0.0,1.724,-0.151,-0.022,0.722,0.964,car
-0.003,-1.054,-0.302,-0.082,-1.147,-0.036,0.274,-1.223,-0.722,-0.189,-0.123,-0.225,-0.017,-0.567,0.649,-0.075,-0.611,-0.982,0.021,-0.275,-0.657,0.006,-0.656,-0.0,-0.235,-0.052,1.274,-0.994,0.533,0.101,0.187,0.157,-1.449,0.01,-1.564,-0.002,noncar
-0.037,-0.082,0.671,-0.0,-0.196,0.004,0.547,0.33,0.419,0.017,-0.341,-0.076,0.211,0.125,-0.504,0.924,0.161,0.004,0.161,0.689,0.012,-0.016,0.131,-0.0,-0.894,0.593,-0.329,0.935,-0.28,0.001,0.483,-0.291,1.309,-0.007,0.856,-0.261,noncar
0.518,-0.568,-1.274,0.143,-1.781,0.354,-0.0,-1.492,-1.102,0.814,-0.775,0.525,0.018,-1.048,1.161,0.757,-0.996,-0.068,0.05,-1.447,-1.198,-0.008,-0.984,0.609,0.503,-0.882,0.873,-0.029,1.957,0.031,-0.477,0.157,-0.8,0.154,-1.429,-0.589,car
0.541,-0.447,0.509,0.879,-0.259,0.023,-0.004,-0.805,-0.342,0.018,0.529,-0.07,-0.0,-0.266,0.265,-0.831,-0.225,0.037,-0.011,0.827,-0.498,0.063,-0.396,-0.165,0.249,0.316,0.473,0.776,0.737,-0.199,-0.0,-0.179,-0.962,0.731,-0.488,0.043,noncar
-0.519,-0.204,-0.788,0.914,-0.006,-0.003,0.0,-0.177,0.166,-0.896,0.094,-0.0,0.055,-0.687,0.521,-0.106,-0.611,-0.179,-0.035,-0.551,-0.753,-0.315,-0.684,-0.569,0.042,-1.158,-1.13,0.004,0.533,-0.312,-0.026,-1.411,1.633,0.008,1.394,0.314,noncar
0.094,-0.447,-1.436,0.018,-1.591,-0.529,-0.249,-1.163,-0.595,-0.004,-0.558,0.002,-0.005,-1.439,1.929,-0.987,-1.382,-0.013,0.041,-1.447,-1.644,0.11,-1.267,-0.421,-0.453,-1.312,-0.596,-0.088,3.176,-0.01,-0.168,1.165,0.173,0.0,-0.085,0.077,car
-0.0,-1.054,0.022,-0.574,-0.703,0.154,-0.068,-0.566,0.166,0.037,-0.123,-0.085,-0.004,-0.777,0.649,0.339,-0.611,0.795,0.037,-0.069,-0.561,-0.563,-0.752,0.029,0.003,0.132,-0.062,0.429,-0.89,0.153,0.008,-1.075,-0.314,0.552,0.049,0.01,noncar
0.493,-0.447,0.184,-0.044,-0.132,-0.084,0.087,-0.775,0.039,0.075,0.529,0.161,-0.118,-0.296,0.265,0.027,-0.225,0.046,0.143,0.551,-0.625,-0.161,-0.418,-0.624,-0.004,0.347,0.205,0.092,2.16,-0.066,-0.89,-0.627,-0.638,0.651,-0.354,-0.0,noncar
-0.0,-0.568,-0.464,-0.41,-0.766,-0.009,-0.0,-0.626,0.039,0.928,-0.341,-0.201,0.658,-0.657,0.521,0.005,-0.611,-0.004,-0.533,-0.344,-0.402,0.686,-0.662,0.831,-0.432,-0.667,0.473,-0.429,-0.89,0.0,-0.0,-0.739,-0.476,-0.209,-0.892,-0.089,noncar
0.008,-1.054,-0.626,0.02,-1.02,0.73,0.179,-0.416,0.419,0.0,2.919,-0.059,-0.311,-0.597,0.521,-0.335,-0.611,0.503,0.927,-0.62,-0.498,-0.119,-0.622,0.001,0.138,-0.605,0.339,0.133,-0.077,0.082,-0.493,0.381,-0.8,-0.202,-0.623,-0.0,noncar
0.636,0.403,0.022,0.361,0.375,0.052,0.126,0.121,0.673,-0.01,0.311,0.25,0.069,-0.356,0.265,-0.029,-0.225,0.361,0.095,0.62,-0.498,-0.011,-0.424,-0.365,0.312,-0.544,-0.73,0.646,0.33,-0.001,0.088,-0.067,0.498,-0.912,0.587,0.033,noncar
0.055,0.768,0.509,0.187,0.819,0.077,-0.04,1.197,0.799,0.121,-0.341,-0.384,-0.848,0.907,-1.144,-0.456,0.933,0.404,-0.343,0.138,0.872,0.033,0.934,-0.038,-0.091,0.777,0.072,-0.332,0.127,-0.128,-0.035,-0.179,0.498,-0.451,-0.219,-0.006,noncar
-0.031,0.768,0.184,0.702,1.389,-0.003,0.937,0.45,-0.215,0.0,0.094,-0.507,0.016,0.847,-0.888,0.288,0.933,0.012,0.001,-0.069,1.063,0.089,0.782,0.875,0.219,0.716,0.072,0.1,1.347,-0.0,-0.896,0.045,0.011,-0.016,0.184,-0.34,car
0.005,-0.932,-1.436,0.027,-0.323,0.357,-0.052,-0.118,-0.215,-0.041,-0.341,0.061,-0.921,-0.567,0.521,-0.0,-0.611,-0.013,-0.112,-1.378,-0.466,0.411,-0.616,0.052,0.517,-1.343,-0.863,0.478,-1.297,-0.067,-0.006,2.172,1.147,0.589,0.99,-0.343,car
-0.214,0.403,-0.464,-0.247,1.199,0.121,0.009,0.51,-0.342,-0.732,0.094,0.374,-0.786,0.516,-0.632,0.598,0.547,0.838,0.0,-0.689,0.617,-0.32,0.402,-0.75,0.037,-0.206,-0.73,0.101,0.127,-0.012,0.002,3.18,0.822,-0.101,1.394,-0.18,car
-0.526,0.525,-0.95,-0.001,-0.893,0.019,0.929,-1.432,-1.609,-0.146,-0.341,0.028,0.08,-1.048,1.289,-0.218,-0.996,-0.604,-0.224,-0.413,-0.784,0.003,-1.013,-0.177,0.383,-1.251,0.339,0.22,-0.483,0.032,0.586,-1.299,-0.476,-0.195,-1.295,0.0,noncar
-0.784,1.011,1.481,0.067,1.136,-0.809,0.013,-0.177,-1.102,-0.116,0.311,-0.175,0.242,1.328,-1.272,0.863,1.318,0.009,-0.515,1.722,0.968,0.225,1.297,-0.234,0.663,0.808,0.473,0.021,1.143,0.006,0.734,1.612,-0.314,-0.115,-0.085,0.019,car
0.003,-0.568,0.347,-0.388,0.058,0.0,0.261,4.573,9.04,0.0,8.57,-0.021,-0.001,-0.326,0.265,-0.31,-0.225,-0.495,-0.375,1.033,1.286,-0.01,-0.43,-0.11,0.483,0.04,3.277,-0.498,-1.297,0.105,-0.841,0.157,-0.8,0.924,-0.219,0.065,noncar
0.008,-0.932,0.509,-0.338,-0.449,-0.583,-0.574,-0.984,-0.468,0.309,0.311,0.231,0.028,-0.236,0.265,0.062,-0.225,0.003,-0.01,1.033,-0.593,-0.53,-0.39,-0.217,-0.675,0.316,0.339,0.479,-0.687,0.718,-0.184,-1.299,-0.962,0.755,-0.488,0.351,noncar
0.001,-0.811,-0.464,-0.02,-1.147,0.023,-0.491,-0.566,0.292,0.451,0.311,0.494,-0.254,-1.078,1.161,0.12,-0.996,-0.244,-0.0,-0.413,-1.007,-0.996,-0.996,0.27,0.003,-0.482,-0.73,-0.384,0.127,0.0,0.003,-1.299,0.66,-0.007,0.722,-0.066,noncar
0.118,-0.69,-1.274,0.077,-1.21,-0.82,-0.875,-1.163,-0.468,0.276,-0.775,-0.889,-0.333,-1.319,1.673,0.003,-0.996,0.007,0.591,-1.24,-1.517,0.002,-1.188,0.028,0.113,-0.913,0.205,0.0,1.55,-0.466,0.002,0.829,-0.8,-0.071,-1.026,0.125,car
-0.8,-0.325,-0.464,0.395,-0.132,-0.0,0.122,-0.207,0.546,0.002,-0.123,0.011,0.836,-0.627,0.393,-0.132,-0.611,0.196,0.832,-0.207,-0.561,0.251,-0.616,-0.037,-0.823,-0.851,-0.329,0.798,-0.687,-0.0,0.118,-0.851,0.011,-0.513,0.453,0.012,noncar
0.038,-0.447,-1.274,-0.013,-0.132,-0.008,-0.05,0.062,-0.468,0.112,0.094,0.174,0.567,-0.356,0.136,0.28,-0.225,-0.342,-0.992,-1.102,-0.53,0.141,-0.379,-0.778,-0.003,-1.834,-1.665,-0.284,-0.687,0.034,-0.0,0.605,1.958,-0.164,1.797,0.022,car
-0.133,-1.54,-0.464,-0.723,-1.21,0.776,-0.535,-1.313,-0.849,-0.013,-0.123,0.12,0.045,-0.597,0.649,0.653,-0.611,-0.482,0.003,-0.207,-0.721,0.352,-0.679,-0.117,-0.108,-0.083,1.808,0.367,0.127,0.032,-0.0,-0.627,-1.611,-0.845,-1.833,0.026,noncar
-0.22,1.496,0.671,0.627,1.58,0.0,0.005,0.749,-0.595,-0.001,0.529,0.838,0.627,1.358,-1.272,-0.405,1.318,-0.486,0.101,0.896,1.127,-0.176,1.302,0.084,-0.028,-0.083,-0.73,-0.006,-1.297,-0.383,0.072,2.956,0.498,-0.01,1.394,-0.308,car
0.291,-1.661,-0.302,0.329,-0.893,-0.236,0.94,-1.462,-0.975,-0.592,-0.123,-0.003,0.0,-0.567,0.521,-0.028,-0.611,0.374,-0.514,-0.207,-0.561,0.679,-0.628,0.297,-0.346,0.04,1.675,-0.0,-0.483,-0.513,-0.001,-0.515,-1.611,0.003,-1.698,0.057,noncar
-0.533,0.16,0.022,-0.148,-0.132,-0.721,-0.002,0.51,0.039,-0.73,-0.341,0.389,-0.052,-0.146,-0.12,0.004,-0.225,0.395,-0.694,-0.207,-0.02,-0.389,-0.192,-0.254,-0.007,0.101,-0.997,0.256,0.94,-0.402,0.352,0.605,1.633,0.129,1.125,-0.012,car
-0.409,1.132,1.481,0.606,1.58,-0.478,0.272,1.466,0.292,-0.055,0.746,0.746,-0.019,1.599,-1.4,0.039,1.704,0.384,-0.186,1.791,1.031,0.012,1.63,0.024,0.14,0.747,-0.73,0.462,-1.297,-0.176,0.001,0.605,0.011,0.098,0.587,0.006,car
0.008,0.768,0.184,0.028,0.185,-0.028,0.736,-0.148,0.292,0.068,0.529,0.627,0.004,-0.176,0.136,0.494,-0.225,-0.002,0.01,1.033,-0.402,0.084,-0.299,0.002,-0.099,-0.145,-0.195,0.004,2.363,0.084,-0.046,-1.411,0.011,-0.043,0.049,-0.262,noncar
-0.612,-0.325,-0.788,-0.748,-0.386,-0.0,0.052,0.062,0.673,-0.235,-0.341,0.651,-0.878,-0.597,0.393,0.645,-0.611,0.008,-0.06,-0.896,-0.625,0.011,-0.611,-0.842,0.148,-0.943,-0.596,0.085,-0.483,0.001,-0.057,0.493,0.498,-0.569,0.587,0.26,noncar
-0.202,-0.447,-0.302,0.505,-0.64,0.075,0.098,0.091,-0.342,0.069,-0.123,-0.705,0.015,-0.446,0.136,0.0,-0.611,0.08,-0.627,-0.275,-0.466,0.47,-0.452,0.155,-0.297,-0.513,-1.531,0.877,1.753,0.477,-0.05,-0.403,2.282,0.956,1.797,-0.399,car
0.19,-0.082,-1.436,0.393,-1.147,-0.0,0.225,-0.118,0.926,0.566,-0.123,-0.034,0.086,-0.988,1.033,0.298,-0.996,0.43,0.312,-0.827,-0.88,0.217,-0.911,-0.444,0.103,-1.466,-0.73,0.0,-0.89,0.182,0.278,1.836,0.66,-0.359,1.125,-0.48,noncar
-0.039,1.253,0.833,0.722,0.882,0.493,-0.237,1.257,0.419,0.355,0.311,0.312,0.073,0.546,-0.76,-0.861,0.547,-0.623,0.904,0.551,0.585,-0.113,0.493,0.631,0.154,0.624,-0.997,0.027,-0.687,-0.389,-0.09,-0.627,0.984,-0.002,1.394,0.005,car
-0.012,0.039,-0.14,-0.023,0.121,-0.662,-0.175,1.406,1.56,0.0,-0.558,-0.055,-0.101,0.456,-0.76,-0.865,0.547,-0.179,-0.341,-0.207,0.617,-0.047,0.482,0.002,-0.002,-0.636,0.072,-0.069,-0.483,0.148,0.325,1.053,1.147,0.224,0.184,-0.399,noncar
0.015,-0.082,-1.598,0.0,-0.64,0.0,-0.235,0.091,0.039,0.002,-0.341,0.061,0.539,-0.597,0.393,-0.0,-0.611,0.084,0.018,-1.653,-0.625,-0.127,-0.599,0.325,-0.673,-1.527,-1.397,-0.013,-0.28,0.763,0.024,1.948,2.282,-0.911,1.931,-0.007,car
0.702,1.496,0.671,0.035,1.516,-0.513,-0.151,1.257,0.292,0.393,0.094,0.57,-0.104,1.178,-1.144,0.001,1.318,-0.692,-0.781,0.689,1.127,-0.936,1.161,0.784,0.003,0.286,-0.596,-0.447,-1.093,-0.257,-0.213,1.276,0.173,-0.041,0.856,-0.191,car
-0.05,-0.568,-0.788,-0.347,-0.196,0.293,0.306,-0.446,0.292,-0.123,0.094,0.001,0.225,-0.747,0.649,0.007,-0.611,-0.126,-0.809,-0.62,-0.657,-0.149,-0.73,-0.026,0.0,-0.79,-0.195,0.421,0.33,-0.837,-0.079,-0.627,-0.151,-0.013,0.184,0.0,noncar
0.233,1.982,1.805,-0.041,1.326,-0.027,-0.042,1.615,0.292,-0.145,-0.775,0.275,0.011,2.441,-1.912,-0.234,2.476,0.164,0.892,1.447,2.911,0.677,2.762,0.002,-0.428,1.976,1.675,-0.0,-0.483,-0.042,0.117,-0.739,-0.8,0.008,-1.698,-0.016,noncar
-0.17,-1.054,-1.436,-0.082,-0.259,-0.029,0.095,-0.596,-0.849,-0.001,-0.341,0.314,0.174,-0.657,0.521,-0.077,-0.611,0.696,0.437,-1.378,-0.657,0.124,-0.673,0.232,0.0,-1.251,-1.13,0.86,0.737,-0.648,0.008,1.276,1.309,0.001,0.99,-0.015,car
0.449,-0.082,-0.464,0.016,-0.766,0.092,0.068,-1.134,-0.722,0.721,-0.341,-0.423,0.515,-1.259,1.545,0.039,-0.996,0.035,-0.075,-0.207,-1.039,-0.044,-1.131,-0.002,0.219,-0.698,0.205,-0.001,-0.28,-0.079,-0.166,-0.963,0.011,0.018,-0.757,0.025,noncar
0.02,-0.811,-0.95,0.843,-0.513,0.098,0.022,-0.506,-0.468,-0.341,-0.558,-0.462,0.003,-0.537,0.393,-0.0,-0.611,-0.12,-0.071,-0.827,-0.466,-0.378,-0.582,-0.325,-0.201,-1.066,-0.329,0.483,-1.093,0.0,0.939,2.284,-0.314,0.291,0.049,0.026,car
0.234,-0.325,0.022,0.039,-0.449,0.376,0.71,-0.446,-0.595,-0.439,-0.558,0.123,0.005,-0.567,0.393,-0.004,-0.611,-0.042,0.011,-0.138,-0.593,-0.323,-0.594,0.306,0.0,0.163,-0.863,-0.195,1.957,0.517,-0.433,-1.187,0.66,0.0,0.318,-0.887,car
0.609,-1.418,-1.112,0.449,-1.844,-0.036,-0.0,-1.313,-0.342,0.651,-0.775,-0.093,0.617,-1.078,1.289,-0.787,-0.996,0.132,0.628,-1.378,-1.167,0.01,-1.024,0.076,-0.753,-0.882,1.942,-0.997,-1.297,0.614,-0.542,-1.411,-1.936,0.089,-1.698,-0.308,car
